=== Restore-All from Backup ===
Vault:   C:\Users\Sean\Documents\SecondBrain
[RESTORED] (559 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482033395f31312e6d64.md
[RESTORED] (376 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482033395f31352e6d64.md
[RESTORED] (264 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482033395f322e6d64.md
[RESTORED] (361 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482033395f332e6d64.md
[RESTORED] (469 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482033395f342e6d64.md
[RESTORED] (499 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482033395f392e6d64.md
[RESTORED] (460 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d49414820335f312e6d64.md
[RESTORED] (873 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d49414820335f31322e6d64.md
[RESTORED] (156 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d49414820335f31332e6d64.md
[RESTORED] (412 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d49414820335f31342e6d64.md
[RESTORED] (223 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d49414820335f31352e6d64.md
[RESTORED] (599 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d49414820335f31362e6d64.md
[RESTORED] (304 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d49414820335f31372e6d64.md
[RESTORED] (220 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d49414820335f31392e6d64.md
[RESTORED] (196 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d49414820335f322e6d64.md
[RESTORED] (129 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d49414820335f32302e6d64.md
[RESTORED] (239 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d49414820335f32322e6d64.md
[RESTORED] (275 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d49414820335f32342e6d64.md
[RESTORED] (268 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d49414820335f332e6d64.md
[RESTORED] (462 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d49414820335f362e6d64.md
[RESTORED] (394 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d49414820335f382e6d64.md
[RESTORED] (143 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d49414820335f392e6d64.md
[RESTORED] (557 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034305f312e6d64.md
[RESTORED] (496 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034305f31302e6d64.md
[RESTORED] (381 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034305f31332e6d64.md
[RESTORED] (205 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034305f352e6d64.md
[RESTORED] (370 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034315f312e6d64.md
[RESTORED] (320 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034315f31302e6d64.md
[RESTORED] (304 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034315f31312e6d64.md
[RESTORED] (352 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034315f31322e6d64.md
[RESTORED] (200 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034315f31352e6d64.md
[RESTORED] (296 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034315f31362e6d64.md
[RESTORED] (865 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034315f352e6d64.md
[RESTORED] (106 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034315f372e6d64.md
[RESTORED] (174 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034325f312e6d64.md
[RESTORED] (560 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034325f31302e6d64.md
[RESTORED] (486 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034325f31332e6d64.md
[RESTORED] (649 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034325f322e6d64.md
[RESTORED] (301 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034325f372e6d64.md
[RESTORED] (134 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034335f31302e6d64.md
[RESTORED] (475 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034335f31332e6d64.md
[RESTORED] (451 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034335f322e6d64.md
[RESTORED] (353 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034335f352e6d64.md
[RESTORED] (478 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034335f372e6d64.md
[RESTORED] (560 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034335f392e6d64.md
[RESTORED] (729 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034345f312e6d64.md
[RESTORED] (640 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034345f31392e6d64.md
[RESTORED] (187 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034345f32332e6d64.md
[RESTORED] (324 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034345f32352e6d64.md
[RESTORED] (495 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034345f32392e6d64.md
[RESTORED] (132 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034345f342e6d64.md
[RESTORED] (293 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034345f372e6d64.md
[RESTORED] (219 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034345f382e6d64.md
[RESTORED] (296 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034345f392e6d64.md
[RESTORED] (361 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034355f312e6d64.md
[RESTORED] (371 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034355f332e6d64.md
[RESTORED] (431 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034355f352e6d64.md
[RESTORED] (451 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034365f312e6d64.md
[RESTORED] (275 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034365f31312e6d64.md
[RESTORED] (319 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034365f31342e6d64.md
[RESTORED] (415 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034365f31352e6d64.md
[RESTORED] (575 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034365f31382e6d64.md
[RESTORED] (167 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034365f31392e6d64.md
[RESTORED] (754 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034365f322e6d64.md
[RESTORED] (320 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034365f32302e6d64.md
[RESTORED] (201 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034365f32322e6d64.md
[RESTORED] (296 bytes)  .obsidian\plugins\IonSync\data\shadow\41746c61732f46616974682026204d696e69737472792f4269626c652f5374756479204e6f7465732f5374756479204e6f74657320466f72204a6572656d6961682f5354554459204e4f54455320464f52204a4552454d4941482034365f32352e6d64.md
